OID_,ชุมชน,รหัสเขต,รหัสไปรษณีย์,รหัสประเภทชุมชน,ละติจูด,ลองจิจูด,เขต,แขวง,ประเภทชุมชน,ประชากร,โรงพยาบาลใกล้ที่สุด,ระยะทาง(เมตร)
356,ชุมชนสองร้อยห้อง,1018,101804,1,13.72272303,100.4971239,เขตคลองสาน,แขวงคลองต้นไทร,ชุมชนแออัด,1053,สถานพยาบาลนันอา,973.5986908
357,ชุมชนเกษมใหม่,1018,101803,1,13.71233167,100.4979549,เขตคลองสาน,แขวงบางลำภูล่าง,ชุมชนแออัด,432,โรงพยาบาลสมิติเวช ธนบุรี,936.1304112
358,ชุมชนซอยเจริญรัถ 5,1018,101802,1,13.72764126,100.5044321,เขตคลองสาน,แขวงคลองสาน,ชุมชนแออัด,190,สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา,358.2565151
1482,ชุมชนหมู่บ้านศิรินคร,1042,104201,5,13.92589352,100.6333834,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง,652,โรงพยาบาล บี.แคร์ เมดิคอลเซ็นเตอร์,2132.823528
1483,ชุมชนหมู่บ้าน ทอส.10,1042,104201,5,13.92283098,100.6492503,เขตสายไหม,แขวงสายไหม,ชุมชนเมือง,264,โรงพยาบาล บี.แคร์ เมดิคอลเซ็นเตอร์,3486.492749
1495,ชุมชนวัชรพล 3,1042,104202,5,13.88860603,100.6869416,เขตสายไหม,แขวงออเงิน,ชุมชนเมือง,2276,โรงพยาบาลซีจีเอชสายไหม,3914.895895
1487,ชุมชนการเคหะพรพระร่วงประสิทธิ์,1042,104202,6,13.88541839,100.6601155,เขตสายไหม,แขวงออเงิน,ชุมชนอาคารสูง,1256,โรงพยาบาลซีจีเอชสายไหม,4992.666454
36,ชุมชนหน้าวัดบุญรอดธรรมาราม,1009,100910,1,13.69414381,100.5935433,เขตพระโขนง,แขวงพระโขนงใต้,ชุมชนแออัด,694,โรงพยาบาลรวมใจรักษ์,1087.287893
286,ชุมชนวัดดาวคนอง,1015,101506,1,13.69624895,100.4877202,เขตธนบุรี,แขวงดาวคะนอง,ชุมชนแออัด,826,โรงพยาบาลเจริญกรุงประชารักษ์,771.852466
287,ชุมชนมะนาวหวาน,1015,101506,1,13.69821147,100.4860592,เขตธนบุรี,แขวงดาวคะนอง,ชุมชนแออัด,377,โรงพยาบาลเจริญกรุงประชารักษ์,1012.034178
201,ชุมชนข้างโรงเรียนพณิชยการราชดำเนิน,1016,101601,1,13.74187413,100.4842349,เขตบางกอกใหญ่,แขวงวัดอรุณ,ชุมชนแออัด,487,โรงพยาบาลธนบุรี,1289.031415
261,ชุมชนสะพานผัก - คลองศาลเจ้า,1019,101902,1,13.79625547,100.4432616,เขตตลิ่งชัน,แขวงตลิ่งชัน,ชุมชนแออัด,1005,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,911.5868817
1300,ชุมชนเกาะจวน,1043,104301,1,13.79978962,100.6965577,เขตคันนายาว,แขวงคันนายาว,ชุมชนแออัด,1232,โรงพยาบาล รามคำแหง 2,1288.362119
388,ชุมชนหลวงพรต-ท่านเลี่ยม,1011,101101,1,13.72564203,100.7842796,เขตลาดกระบัง,แขวงลาดกระบัง,ชุมชนแออัด,480,โรงพยาบาลนคราภิบาล (โรงพยาบาลลาดกระบัง),314.9028645
815,ชุมชนทำนบร่วมใจ,1036,103604,1,13.89199671,100.5841906,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,280,โรงพยาบาลจุฬาภรณ์,1407.953483
288,ชุมชนเจริญนคร 66,1015,101506,1,13.70232805,100.4869633,เขตธนบุรี,แขวงดาวคะนอง,ชุมชนแออัด,468,โรงพยาบาลสมเด็จพระปิ่นเกล้า,901.2816284
289,ชุมชนตรอกสะพานยาว,1015,101506,1,13.69940569,100.48137,เขตธนบุรี,แขวงดาวคะนอง,ชุมชนแออัด,1713,โรงพยาบาลพีเอ็มจีบางขุนเทียน,1249.146244
202,ชุมชนวัดหงส์รัตนาราม,1016,101601,1,13.74049949,100.4873425,เขตบางกอกใหญ่,แขวงวัดอรุณ,ชุมชนแออัด,2067,สถานพยาบาลนันอา,1334.052059
135,ชุมชนบ้านครัวใต้,1007,100701,1,13.74985927,100.5237064,เขตปทุมวัน,แขวงรองเมือง,ชุมชนแออัด,1280,โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน,832.2311872
263,ชุมชนวัดช่างเหล็ก-วัดเรไร,1019,101901,1,13.77300568,100.4540042,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนแออัด,2010,โรงพยาบาลศรีสวรรค์ ราชพฤกษ์,1913.887837
418,ชุมชนมีนบุรีอุปถัมภ์,1010,101001,1,13.80936347,100.728674,เขตมีนบุรี,แขวงมีนบุรี,ชุมชนแออัด,727,โรงพยาบาลนวมินทร์ 9,608.2571052
448,ชุมชนลำสาลี,1006,100608,1,13.74915272,100.6503201,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,1135,โรงพยาบาลศิริน,909.9589629
816,ชุมชนสะพานร่วมใจ,1036,103605,1,13.9447713,100.620495,เขตดอนเมือง,แขวงสนามบิน,ชุมชนแออัด,273,โรงพยาบาล บี.แคร์ เมดิคอลเซ็นเตอร์,477.620997
820,ชุมชนพัฒนาประชาอุทิศ,1036,103604,1,13.92469092,100.5869394,เขตดอนเมือง,แขวงดอนเมือง,ชุมชนแออัด,263,โรงพยาบาลทหารอากาศ (สีกัน),1923.05255
290,ชุมชนโกวบ๊อพัฒนา,1015,101506,1,13.70484345,100.4835491,เขตธนบุรี,แขวงดาวคะนอง,ชุมชนแออัด,4148,โรงพยาบาลสมเด็จพระปิ่นเกล้า,688.4664829
453,ชุมชนริมคลองกะจะ,1006,100608,1,13.74916597,100.6293024,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,521,โรงพยาบาลสมิติเวชศรีนครินทร์,988.4347863
449,ชุมชนวังโสม,1006,100608,1,13.75805152,100.6577153,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,2252,โรงพยาบาลศิริน,1992.586669
455,ชุมชนสามัคคีพัฒนา,1006,100608,1,13.76089073,100.6562188,เขตบางกะปิ,แขวงหัวหมาก,ชุมชนแออัด,1712,โรงพยาบาลรามคำแหง,2166.179676
265,ชุมชนหลังวัดกาญจนสิงหาสน์,1019,101901,1,13.76045758,100.4542041,เขตตลิ่งชัน,แขวงคลองชักพระ,ชุมชนแออัด,185,โรงพยาบาลวิชัยเวช แยกไฟฉาย,1747.161453
459,ชุมชนลำชะล่า (โคกบ่าวสาว),1005,100502,1,13.84849889,100.6582435,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนแออัด,932,โรงพยาบาลเด็กสินแพทย์,1878.121635
480,ชุมชนวัดอาวุธ,1005,100502,1,13.88124624,100.6528971,เขตบางเขน,แขวงอนุสาวรีย์,ชุมชนแออัด,856,โรงพยาบาลภูมิพลอดุลยเดช,4844.370179
